Name,Review,UpVotes,Rating,Date
Jess H,"I have no space on my internal drive, so I've always moved the app to my SD card. But lately, it stops working after moving to SD card. Very disappointed!",5,3,"April 2, 2020"
d luther,Good but not quite. Has a problem with playing audio in HD mkv files please fix this. Has been my best player but I'm Uninstalling because of this,3,1,"April 6, 2020"
Jawahar Narayanan,"VLC Player in computer can play video from the point it stopped few days back ( resume option). MX Player of android too have such facility. If this option is added in VLC of android, it would be of very much useful one. Kindly add the resume from last stopped point.",3,2,"April 6, 2020"
Luella Santos,"It doesn't do anything but go to a black screen. I have it on my tablet, & it's the only one I've tried that I like. But on my phone....nothing. Very disappointed.",5,5,"April 4, 2020"
Antonio Escalera,"Buggy at times when connecting to my TV from my Note 10+, but for the most part, best video app, hands down.",1,1,"April 12, 2020"
Mark Christian Ferreras,I can't download any subtitle files on the download subtitle section even if i am manually downlaoding it. It sucks that i need to download other srt fikes from other websites than vlc itself.,,4,"April 26, 2020"
Hussain Ahmed,"I was always searching new video app for watching videos. Bs Player gave me long time good playing experience, but then their ads. Now got vlc, and deleted all video apps. It still has many issues but its better than others.",11,1,"March 16, 2020"
Himanshu Rastogi,Everything is perfectly alright. The only problem i am facing is the full characters of any video is not shown in the playlist due to which it is hard to find a video especially in a playlist etc of any course downloaded from youtube.,5,4,"March 19, 2020"
elijah METTO,"Good with the additional volume, but doesn't keep records of last stopped or automatically move to the next video",,4,"April 15, 2020"
Obianumba Francisca,"It is the best videoplayer i have ever used. I could easily watch videos, adjust the brightness and volume. The extra volume in VLC is the bomb I love this app. Y'all get it installed",2,2,"April 16, 2020"
"IBRAHIM, Mohammed","The app is very good. It HD, it compatible to all androids phones. Although, I 've just downloaded the app, it accommodate subtitle. Try it, I so much believed you will be convince.",16,5,"March 18, 2020"
Samir Dahal,"Everything is cool but there is one small bug. When I lock my device and then unlock it while playing a video, the subtitle goes away and I have to select and add the subtitle again manually.",5,5,"March 19, 2020"
Faizur Rahman Johan,"this is a very good app for video playback, it has lots of good features. the only thing i am missing is subtitle repositioning, with this feature this app could be the best video player in mobile.",48,4,"March 22, 2020"
varun yadav varun2banaras88@yahoo.com,"Everything is fabulous, many formats can be played but while casting using Google Chromecast the contents to TV, it fails for the first time and when tryed again it plays very nicely.",4,4,"April 2, 2020"
Samir Wadhwa,I am using this app in both mobile and android tv.... In my Android phone it works absolutely fine.. But on my Android tv it crash every single time i try to play movies from external storage.,3,5,"April 7, 2020"
Mejebi Dede,"Nice app but in the updated version, after watching a movie, when going back it becomes blank that you'll have to restart the app",1,3,"April 22, 2020"
MaNisH DhoK,It's is extremely good upto 720p videos but it starts stuttering at 1080p videos(maybe due my device problem Redmi Y1). Audio performance are best. I just have one request to add a feature of lyrics in the audio section of the apps.👍👍,26,4,"March 11, 2020"
Brandon LeBlanc,"Used to be my go to app for streaming to Chromecast, but recently the connected to renderer has all but ruined the ability to push movies to Chromecast. I've had to use MX Player in the meantime. Please fix this!",11,4,"March 25, 2020"
Shreyans Kapse,Very good experience and app. Their should be development needed in case of .trp format files.It plays video but with no sound for .trp format file.,2,2,"April 8, 2020"
Space Traveller,"I use VLC on my desktop too, it's one of the best free players. Pretty stable, not eating too much battery.",1,4,"April 8, 2020"
Jacqueline Setsiba,This is useless. I wasted a lot of my data for nothing. This app doesnt open & it freezes my phone. It doesnt even deserve any rating! 😡,,5,"April 19, 2020"
muthomi nyaga09,Its the best media app have come across. It opens all types of video files. Na audio problems. And good navigation,,1,"April 24, 2020"
Anthony Cruz,Good at first and now I cant even download a single subtitle.. 😑,1,5,"April 21, 2020"
Blunt Sergio,"I can't download movie subtitle to help me understand languages which aren't English. I do find the subtitles after the search but after taping on it, it doesn't download the subtitles",5,2,"April 2, 2020"
Andrei Podloujnyi,Use to be able to play files from kodi on home wifi - not anymore. Sucks,,1,"April 22, 2020"
Muhammad Nazeef,Best in watching movies. But please try to make it move to next video when the other one finishes. 🙏🙏,,1,"April 27, 2020"
Khanya Buso,"Before I updated this app it was 5star now that I've updated it, it won't launch anymore, is my phone not compatible or what??",,4,"April 29, 2020"
Shaymaa Salah,"I have updated the app for the third time , just right now, and unfortunately , the same problem still there. When I speed up the audio, the voice corrupts!",82,1,"March 20, 2020"
GIREESH JEEVIGUNTA,The list is not automatically refreshing after deleting something. No hd audio playback. Not supported for 4k videos.,,1,"April 13, 2020"
SASKY YT,"Too many bugs for every update, takes alot of time to refresh or even show up videos comparing to other vid apps, nice layout and controls tho",,2,"April 9, 2020"
Mark O'Connell,Crashes when I use the Chromecast facility. Randomly stops playing videos that it played before with no issues. Buggy as heck.,,3,"April 12, 2020"
Mega 18,"Past six years I am using this app. at my lap and as well as in the mobile , till now I have used several other apps.also but nothing impressed me like this one. Thanks VLC .",2,2,"April 19, 2020"
