,Name,Review,Label,UpVotes,Rating,Date,Keywords
210,Erick Asroid,"Thank you. It plays any media format files. No issue so far. Fast, simple UI, though a little slow when generating video thumbnails and need to refresh when new files present if the app still active (I set to manually scan, I guess if I set auto scan then maybe it will auto add into library). Equali","['Functional Complaint', 'Update Issue']",878.0,2.0,"December 30, 2019","['plays', 'media format files', 'issue', 'fast', 'simple ui', 'slow', 'generating video thumbnails', 'refresh', 'files present', 'app', 'active', 'set', 'manually scan', 'guess', 'set auto scan', 'auto add', 'library', 'equali']"
211,Daniel Obadofin,Now this update is worse than what you guys had. The previous version is a lot better. I can't get grid view for my videos. The new look while watching video is lame bad. You can't just select play video as audio. You can't sort videos by date added and the one for music is giving me in the wrong,"['Functional Complaint', 'Update Issue']",155.0,5.0,"December 17, 2019","['update', 'worse', 'guys', 'previous version', 'lot', 'grid view', 'videos', 'watching video', 'lame bad', 'select play video', 'audio', 'sort videos', 'date added', 'music', 'giving', 'wrong']"
212,Bhavin Dalal,"Earlier version had numbers on equalizer for settings frequency which shows i.e (-2, -1, 0, 1, 2 and so on at bottom) while changing frequency up or down. On every change in frequency up and down number changes which is not their in new update and it is difficult to set customize equilizar as per fi","['Functional Complaint', 'Update Issue']",51.0,1.0,"January 3, 2020","['earlier version', 'numbers', 'equalizer', 'settings frequency', 'shows', 'bottom', 'changing frequency', 'change', 'frequency', 'number', 'update', 'difficult', 'set customize equilizar', 'fi']"
213,Michael Ayozie,"Was really satisfied with the app until the last update, it messed things up. I don't know why you take a perfectly fine app and make unnecessary downgrade changes all in the name of an update, vlc was perfectly okay and user friendly but the update changed that making it annoying to use, updates an","['Functional Complaint', 'Update Issue']",28.0,1.0,"December 12, 2019","['satisfied', 'app', 'update', 'messed things', 'don', 'perfectly fine app', 'make unnecessary downgrade', 'update', 'vlc', 'perfectly', 'user friendly', 'update changed', 'making', 'annoying', 'updates']"
214,Kasia Brian,"Must I scroll to a subtitle delay point... I should be able to just enter the subtitle delay value (time, number).",['Functional Complaint'],3.0,3.0,"February 13, 2020","['scroll', 'subtitle delay point', 'enter', 'subtitle delay', 'time', 'number']"
215,Anthony Sonnier,"Well, everyone is right. This latest update sucks. Used it after the update and it only loaded 1 of the 20 albums I currently have on my phone and it wouldn't scan my directories to find them. Plus, when browsing through said folders containing my music, they were showing as empty. So I was about to","['Functional Complaint', 'Update Issue']",10.0,3.0,"December 8, 2019","['latest update sucks', 'update', 'loaded 1', '20 albums', 'phone', 'wouldn', 'scan', 'directories', 'find', 'browsing', 'folders', 'music', 'showing', 'empty']"
216,carsten e,By far the best media player. Always used on laptop and android. Plays soo many formats. Just brilliant. One downside I had with the last update on my phone was that the list of playlists are now icons and I can't get them back to a normal text-list. Can't find the setting for that anywhere.,"['Functional Complaint', 'Update Issue']",17.0,4.0,"December 26, 2019","['media player', 'laptop', 'android', 'plays soo', 'formats', 'brilliant', 'downside', 'update', 'phone', 'list', 'playlists', 'icons', 'back', 'normal text-list', 'find', 'setting']"
217,JKerman511,"It works perfectly for playing any file. But I can't give it 5 stars because of a glaring flaw - it literally cannot find anything. I can click on files in file explorer and it works perfectly, but the second I actually go into the app, it says it can't find anything. Playlists are now unusable.","['Functional Complaint', 'Update Issue']",15.0,5.0,"December 23, 2019","['works perfectly', 'playing', 'file', 'give', '5 stars', 'glaring flaw', 'literally', 'find', 'click', 'files', 'file explorer', 'works perfectly', 'app', 'find', 'playlists', 'unusable']"
218,ich moimeyo,Upgraded my review to 4 stars now that Playlists have Display in List. Audio: Still no Seek Buttons (as can be enabled in Video). It is especially in audio podcasts that this is needed for easily going back a few seconds. Will give 5 stars when this is enabled.,['Functional Complaint'],31.0,3.0,"January 25, 2020","['upgraded', 'review', '4 stars', 'playlists', 'display', 'list', 'audio', 'seek buttons', 'enabled', 'video', 'audio podcasts', 'needed', 'easily', 'back', 'seconds', 'give 5 stars', 'enabled']"
219,shiva serpent,"VLC all time favourite player! Plays all formats! Been using it for years on PC and now on Android! Will never change it, especially with the new-ish download subtitles feature. One problem though: With previous version the subtitle delay was not working, but with new version it has been fixed...B","['Functional Complaint', 'Update Issue']",40.0,4.0,"January 7, 2020","['vlc', 'time favourite player', 'plays', 'formats', 'years', 'pc', 'android', 'change', 'new-ish download subtitles feature', 'problem', 'previous version', 'subtitle delay', 'working', 'version', 'fixed']"
220,Brian Andrews,"Amazing application, can listen or watch every format I've seen. So may useful features.","['Functional Complaint', 'Update Issue']",12.0,5.0,"February 4, 2020","['amazing application', 'listen', 'watch', 'format', 've', 'features']"
221,William Oyeyipo,I have been updating this app anytime i see any new update. But after the last update the app just seems to crash itself while am still listening to songs. This should be rectified fast because I won't like to uninstall this app . Thanks in arrears.,"['Functional Complaint', 'Update Issue']",,5.0,"February 6, 2020","['updating', 'app anytime', 'update', 'update', 'app', 'crash', 'listening', 'songs', 'rectified fast', 'won', 'uninstall', 'app', 'arrears']"
222,Leon Lightwing,"Before the update I loved this program now I'm thinking of uninstalling, there was nothing wrong with it I liked the folders the way they where and now this list no dont like it. Some people might like this and some dont why don't you put out a version for those who liked it before and leave it then","['Functional Complaint', 'Update Issue']",22.0,3.0,"December 12, 2019","['update', 'loved', 'program', 'thinking', 'uninstalling', 'wrong', 'folders', 'list', 'dont', 'people', 'dont', 'don', 'put', 'version', 'leave']"
223,Horatio Baptism,I wish it had more customization to add which buttonsoptions you want on the video screen without entering settings. Or at least a pop-up video button on the video screen. I also wish the pop-up video was resizable (-at least the ability to choose size in settings) and had pauseplay buttons. I lov,['Functional Complaint'],28.0,1.0,"January 19, 2020","['customization', 'add', 'buttonsoptions', 'video screen', 'entering settings', 'pop-', 'video button', 'video screen', 'pop-', 'video', 'resizable', '-', 'ability', 'choose size', 'settings', 'pauseplay buttons', 'lov']"
224,Craig Barone,VLC on everything. Have on my PCs and phones seems like forever. One of my favorite apps of all time.,['Functional Complaint'],5.0,4.0,"February 2, 2020","['vlc', 'pcs', 'phones', 'forever', 'favorite apps', 'time']"
225,Akinyemi Ruth Abosede,I can't download the subtitle. What could be a cause to that?,['Functional Complaint'],,5.0,"February 17, 2020","['download', 'subtitle']"
226,Gerald Pique,"First, This is the first app so far to play Vob files. Secondly, You can also see your video in pop play while doing other things on your phone .There is also equalizer within the App which makes it my favorite player of all ..special thanks",['Functional Complaint'],,3.0,"February 15, 2020","['app', 'play vob files', 'video', 'pop play', 'things', 'phone', 'equalizer', 'app', 'makes', 'favorite player', 'special']"
227,Krishna Kumar V S,"I started using VLC since I started to watch movies...earlier in PC nowadays mobile and tab as well... I never thought one day I have to reiew this app with less than 5 stars... But unfortunately I have to do so now... I was so happy when CASTING option enabled in it, and I am still enjoying that fe",['Update Issue'],33.0,4.0,"January 4, 2020","['started', 'vlc', 'started', 'watch movies', 'earlier', 'pc nowadays mobile', 'tab', 'thought', 'day', 'reiew', 'app', '5 stars', 'happy', 'casting option enabled', 'enjoying', 'fe']"
228,Ricardo Pillay,"Vlc has now taken it to the next lvl,the eq has improved drastically.the quality is so good it had me stunned.i was waiting for such a long time for an improvement in the eq area and it has finally come,you can now increase the volume of your headphones without losing alot of clarity, you just have ","['Functional Complaint', 'Update Issue']",30.0,2.0,"December 19, 2019","['vlc', 'lvl', 'eq', 'improved drastically', 'quality', 'good', 'stunned', 'waiting', 'long time', 'improvement', 'eq area', 'finally', 'increase', 'volume', 'headphones', 'losing alot', 'clarity']"
229,Jorge A. Grau,"Best free videomusic player out there. I have an issue with the music Genre tab. Some albums fall across multiple genre's and usually players like Windows Media Player and Kodi will allow you to set a delim usually ';' or ''. Kodi lets you set it I know media player reads ';. However, THIS player",['Update Issue'],20.0,5.0,"January 14, 2020","['free videomusic player', 'issue', 'music genre tab', 'albums fall', 'multiple genre', 'players', 'windows media player', 'kodi', 'set', 'delim', 'kodi lets', 'set', 'media player reads', 'player']"
230,Bhoopalan I,"Everytime i open vlc which was in the background, vlc cant open. I just came to check if the latest version has fixed it","['Functional Complaint', 'Update Issue']",1.0,4.0,"February 3, 2020","['everytime', 'open vlc', 'background', 'vlc', 'open', 'check', 'latest version', 'fixed']"
